n,seed,dim_restricted,mean_restricted,max_restricted,min_restricted,elapsed_time
4,32,7,1.9283090818294117e-06,3.914486928279132e-06,6.478011655940369e-07,0.4384118000016315
4,29,7,4.5004207593438627e-07,1.3886146988677587e-06,3.552471128166406e-08,0.4443205000134185
4,18,7,2.8906249996285184e-06,7.920618356242494e-06,1.7237620009279385e-07,0.43567299999995157
4,95,7,9.264062899282614e-06,1.435890561772576e-05,1.470467942514539e-06,0.4417046000016853
4,14,7,2.830388051233881e-06,5.4354419782652925e-06,9.276376769261959e-07,0.4404251999949338
4,87,7,1.339908077995494e-06,2.6172662294421932e-06,5.206387057516458e-07,0.4357837000134168
4,95,7,9.264062899282614e-06,1.435890561772576e-05,1.470467942514539e-06,0.4368023999995785
4,70,7,2.686458621859295e-06,5.234682771802483e-06,5.159113488843301e-07,0.43473330000415444
4,12,7,3.525061749470484e-07,7.070041010074426e-07,5.123178778180336e-08,0.436362199994619
4,76,7,2.710516524193001e-06,6.016155406068535e-06,1.0593555506280426e-06,0.43461920000845566
4,55,7,3.0553832929454344e-06,1.0922487666000668e-05,3.774757128491089e-07,0.4375752000050852
4,5,7,5.163863514916793e-07,1.0081958555648304e-06,1.7127336086528832e-08,0.4327307000057772
4,4,7,1.3255488707688663e-06,3.3018908369365757e-06,4.015635902075211e-07,0.43454829999245703
4,12,7,3.525061749470484e-07,7.070041010074426e-07,5.123178778180336e-08,0.44019660000049043
4,28,7,5.477627520301839e-07,8.439959928722555e-07,1.2573903604473783e-07,0.43604420000337996
4,30,7,2.0009921090310574e-06,3.7075769041008638e-06,7.423449230374053e-07,0.46529879998706747
4,65,7,3.786114856636349e-07,1.1102076509079719e-06,5.661492923367919e-09,0.4742426000011619
4,78,7,7.113261299620546e-07,1.2700126718317317e-06,1.8352053778292783e-07,0.45010289999481756
4,4,7,1.3255488707688663e-06,3.3018908369365757e-06,4.015635902075211e-07,0.4093855999963125
4,72,7,3.24696632231301e-07,6.883563651910913e-07,1.2587076320079595e-07,0.4180162999982713
4,26,7,5.902790084536238e-07,1.0703161596409956e-06,2.966727697387834e-07,0.4207377999991877
4,92,7,5.511180135063678e-07,1.6019928213186908e-06,1.2691131059258674e-07,0.41002039999875706
4,84,7,8.062825872093119e-07,2.607993174766591e-06,3.219102274550843e-07,0.4276872999907937
4,90,7,1.5369789561020198e-06,3.7978939102752593e-06,2.9037558373762393e-07,0.4227900999976555
4,70,7,2.686458621859295e-06,5.234682771802483e-06,5.159113488843301e-07,0.4310484000016004
4,54,7,3.2627476851818133e-06,8.705806070955547e-06,8.798045674680492e-07,0.43199060000188183
4,29,7,4.5004207593438627e-07,1.3886146988677587e-06,3.552471128166406e-08,0.4202640000003157
4,58,7,2.8664279289710424e-07,7.844917540022177e-07,2.6547940336192126e-08,0.43004770000698045
4,76,7,2.710516524193001e-06,6.016155406068535e-06,1.0593555506280426e-06,0.42209139998885803
4,36,7,1.7477382550639844e-06,3.785242898081968e-06,7.323993069903957e-07,0.422111899999436
4,1,7,4.946043094368072e-06,1.122628049150581e-05,1.8904661829116517e-07,0.41321009999956004
4,98,7,7.300120309240561e-07,1.6336682127642717e-06,1.177953069837508e-07,0.4085126999998465
4,21,7,4.2296441546214325e-06,1.0498622437203454e-05,1.6036357032051567e-07,0.42811139998957515
4,90,7,1.5369789561020198e-06,3.7978939102752593e-06,2.9037558373762393e-07,0.4287093000020832
4,55,7,3.0553832929454344e-06,1.0922487666000668e-05,3.774757128491089e-07,0.4219220000086352
4,44,7,2.807701406140552e-07,5.554460250383558e-07,7.520889253827542e-08,0.43131639999046456
