n,seed,dim_restricted,mean_restricted,max_restricted,min_restricted,elapsed_time
4,36,7,1.7477382550639844e-06,3.785242898081968e-06,7.323993069903957e-07,0.4183344999910332
4,20,7,8.094199391857848e-07,1.556961516202045e-06,2.8032339449416573e-07,0.4177818999887677
4,28,7,5.477627520301839e-07,8.439959928722555e-07,1.2573903604473783e-07,0.4206142000039108
4,98,7,7.300120309240561e-07,1.6336682127642717e-06,1.177953069837508e-07,0.43546710000373423
4,44,7,2.807701406140552e-07,5.554460250383558e-07,7.520889253827542e-08,0.42949460000090767
4,14,7,2.830388051233881e-06,5.4354419782652925e-06,9.276376769261959e-07,0.43338639999274164
4,12,7,3.525061749470484e-07,7.070041010074426e-07,5.123178778180336e-08,0.42775599999004044
4,49,7,2.7586593822744526e-07,4.462586355407191e-07,7.271781737690276e-08,0.4292119999881834
4,13,7,1.961012220527731e-06,4.000095682881557e-06,5.473345271839449e-07,0.4248098999960348
4,46,7,9.540756860052656e-07,2.873146061131622e-06,1.0796694068208972e-07,0.4154963999899337
4,45,7,5.086932590650647e-07,8.434803764482976e-07,2.399161827278354e-07,0.4169008000026224
4,78,7,7.113261299620546e-07,1.2700126718317317e-06,1.8352053778292783e-07,0.43146140000317246
4,34,7,3.783293536232532e-07,9.287370063989738e-07,6.336578626066481e-08,0.42492390000552405
4,6,7,1.7868043959152445e-06,4.64071748794133e-06,5.28222459634856e-07,0.42249050000100397
4,94,7,1.150448079038994e-06,1.5629967536875895e-06,1.3138398782514605e-07,0.4277074999990873
4,59,7,3.9535983670905625e-06,5.4092348849804454e-06,1.403248126843245e-06,0.43199480000475887
4,69,7,3.1321033564461646e-07,6.45499423293461e-07,1.4333283486329694e-07,0.41754819999914616
4,16,7,1.4616013792442463e-06,3.3901876525636414e-06,2.0891155881632408e-08,0.5188798000017414
4,49,7,2.7586593822744526e-07,4.462586355407191e-07,7.271781737690276e-08,0.9362478999973973
4,11,7,1.079578692672353e-06,2.0960315511544015e-06,6.432543117202464e-08,0.6775373000127729
4,71,7,2.9710501361101013e-07,6.809683392280117e-07,8.451018507090849e-08,0.4587933000002522
4,38,7,1.0480057774806457e-06,1.861295722737434e-06,1.4853838141807483e-07,0.43568609999783803
4,81,7,4.420948047228678e-07,9.414017941952964e-07,1.9129870706844678e-08,0.4118075000005774
4,80,7,1.480095124581752e-06,2.5946180441674897e-06,2.6353519645134286e-07,0.4287575000053039
4,47,7,1.226052692727385e-06,2.0105710528982152e-06,3.185399391257188e-07,0.44540219999908004
4,74,7,3.671676915816007e-07,9.401459610861536e-07,6.02048775762106e-08,0.44498649999150075
4,25,7,2.0261950731064983e-06,5.628614635244978e-06,4.6494752126460663e-07,0.4427297000074759
4,91,7,1.1591004126849657e-06,3.7987003585444444e-06,1.8401675687775114e-07,0.44519810000201687
4,9,7,1.3845982950915845e-06,2.982760803108548e-06,2.778115051751474e-07,0.4384874000097625
4,6,7,1.7868043959152445e-06,4.64071748794133e-06,5.28222459634856e-07,0.4434569000004558
4,85,7,3.7374772814511944e-07,5.829630716422466e-07,2.3466897489508505e-07,0.45242590000270866
4,30,7,2.0009921090310574e-06,3.7075769041008638e-06,7.423449230374053e-07,0.44119290000526235
4,99,7,1.3332182328073864e-07,2.528887913227537e-07,2.145136830241954e-08,0.4400448999949731
4,38,7,1.0480057774806457e-06,1.861295722737434e-06,1.4853838141807483e-07,0.4390722999960417
4,11,7,1.079578692672353e-06,2.0960315511544015e-06,6.432543117202464e-08,0.43955860000278335
4,30,7,2.0009921090310574e-06,3.7075769041008638e-06,7.423449230374053e-07,0.44164570000430103
4,13,7,1.961012220527731e-06,4.000095682881557e-06,5.473345271839449e-07,0.44068240000342485
4,49,7,2.7586593822744526e-07,4.462586355407191e-07,7.271781737690276e-08,0.44344050000654534
4,36,7,1.7477382550639844e-06,3.785242898081968e-06,7.323993069903957e-07,0.4409222999966005
4,59,7,3.9535983670905625e-06,5.4092348849804454e-06,1.403248126843245e-06,0.4418135000014445
4,82,7,2.1812981587884454e-06,3.568704161656286e-06,1.2402833648306757e-06,0.4410463000094751
4,47,7,1.226052692727385e-06,2.0105710528982152e-06,3.185399391257188e-07,0.439887100001215
4,21,7,4.2296441546214325e-06,1.0498622437203454e-05,1.6036357032051567e-07,0.43815190000168514
4,48,7,1.6596478266264618e-06,6.122678043656021e-06,4.7561801841827935e-07,0.44113320000178646
4,46,7,9.540756860052656e-07,2.873146061131622e-06,1.0796694068208972e-07,0.4425055000028806
4,27,7,5.871513536790498e-07,1.7907967286707383e-06,1.4074800459048456e-07,0.44184060000407044
4,86,7,5.832091581099391e-07,1.5032655546236914e-06,1.94891633793963e-07,0.44682290000491776
4,35,7,1.8996243235764697e-06,4.2487197999612486e-06,6.340288722228559e-07,0.4377478000096744
4,90,7,1.5369789561020198e-06,3.7978939102752593e-06,2.9037558373762393e-07,0.4409252000041306
4,88,7,1.7455680174316382e-06,4.362842625733384e-06,5.458999060120949e-07,0.46811829999205656
4,83,7,1.9687944652781104e-06,4.627928498696325e-06,7.511841711451737e-07,0.4218731000000844
4,10,7,1.1389454110535159e-06,2.3599988738929827e-06,3.8057965010815513e-07,0.4078224999975646
4,78,7,7.113261299620546e-07,1.2700126718317317e-06,1.8352053778292783e-07,0.412304999990738
4,82,7,2.1812981587884454e-06,3.568704161656286e-06,1.2402833648306757e-06,0.41459230000327807
4,22,7,1.1795028727974302e-06,2.339055827909991e-06,1.3233230305900364e-07,0.41296970000257716
4,69,7,3.1321033564461646e-07,6.45499423293461e-07,1.4333283486329694e-07,0.4160148999944795
4,94,7,1.150448079038994e-06,1.5629967536875895e-06,1.3138398782514605e-07,0.4136618000047747
4,32,7,1.9283090818294117e-06,3.914486928279132e-06,6.478011655940369e-07,0.41342270000313874
4,21,7,4.2296441546214325e-06,1.0498622437203454e-05,1.6036357032051567e-07,0.4162531000038143
5,82,9,1.5957549627776002e-08,3.4236217491103776e-08,1.899401168897572e-09,1.127518199995393
5,15,9,1.5013512384456807e-07,4.133297800318617e-07,2.3453188209096448e-09,1.163426300001447
5,4,9,2.0002175784551356e-08,3.979921888896761e-08,1.2672022061104146e-09,1.1252928000030806
5,95,9,5.883682022081989e-09,9.399949338436044e-09,3.2300435061935504e-09,1.1840651000093203
5,36,9,8.31076467267116e-09,1.6442724616631014e-08,3.865078097274525e-09,1.1422336999967229
5,32,9,9.072334675480937e-09,1.8520043289816307e-08,1.679147384074418e-09,1.2114626000111457
5,29,9,2.6428324919171657e-08,1.0594235206875882e-07,5.409414709880276e-09,1.2540608000126667
5,18,9,1.2855131719313277e-08,3.710846015502604e-08,1.0079088451230032e-09,1.160000100004254
5,95,9,5.883682022081989e-09,9.399949338436044e-09,3.2300435061935504e-09,1.124398599989945
5,14,9,5.8288346568585365e-09,1.6395828340534927e-08,1.6104841072227824e-09,1.1576396000018576
5,87,9,5.8837858164532174e-09,9.635349259957621e-09,1.023590797493048e-09,1.2023783000040567
5,95,9,5.883682022081989e-09,9.399949338436044e-09,3.2300435061935504e-09,1.218522799987113
5,70,9,8.912376617397319e-09,4.335393933740293e-08,5.064074407811726e-10,1.1867129999882309
5,12,9,6.254202666982315e-08,2.0506578369611732e-07,1.0603908040316782e-09,1.1247683000110555
5,76,9,8.244302380831695e-09,1.98883470065289e-08,1.1154446388193763e-09,1.1544769999891287
5,55,9,6.544372596315129e-09,2.1372296106210946e-08,1.2975884099967897e-09,1.214260100008687
5,5,9,3.315963509752671e-09,1.0132088408031232e-08,2.1325989814595274e-10,1.2126848000043537
5,4,9,2.0002175784551356e-08,3.979921888896761e-08,1.2672022061104146e-09,1.1894228999881307
5,12,9,6.254202666982315e-08,2.0506578369611732e-07,1.0603908040316782e-09,1.1564336000010371
5,28,9,7.026767031881774e-09,1.3452812213669942e-08,4.136067756678156e-09,1.142191399994772
5,30,9,7.046351338797655e-08,2.543549911371965e-07,1.3081741524222311e-08,1.1960183999908622
5,65,9,4.345133430773357e-09,7.340480838022868e-09,5.259285867669314e-10,1.2649820999940857
5,78,9,3.6332867689044256e-09,9.073276003004366e-09,8.753340758666748e-10,1.2690761999983806
5,4,9,2.0002175784551356e-08,3.979921888896761e-08,1.2672022061104146e-09,1.2028397999965819
5,72,9,6.499689405658525e-09,1.0592464655864026e-08,3.678577022145355e-09,1.2766161000035936
5,26,9,2.924440997978175e-09,5.707858499330147e-09,6.3945016820578e-10,1.304215700001805
5,92,9,2.816389633532167e-09,5.645641937327816e-09,9.417944455609415e-10,1.3483474000095157
5,84,9,1.8609674270385776e-08,3.606641323431383e-08,3.1098347819682593e-09,1.1475734000123339
5,90,9,4.45928548026184e-09,8.237384965725263e-09,7.387630053781862e-10,1.1789577000017744
5,70,9,8.912376617397319e-09,4.335393933740293e-08,5.064074407811726e-10,1.1660004000004847
5,54,9,1.8077509020775257e-08,4.786930263781401e-08,7.3241543201422635e-09,1.1759095000015805
5,29,9,2.6428324919171657e-08,1.0594235206875882e-07,5.409414709880276e-09,1.1909388999920338
5,58,9,1.4408186595968638e-08,3.5877830593277153e-08,1.2044335027366965e-09,1.1598243000044022
5,76,9,8.244302380831695e-09,1.98883470065289e-08,1.1154446388193763e-09,1.1833197000087239
5,36,9,8.31076467267116e-09,1.6442724616631014e-08,3.865078097274525e-09,1.1234283999947365
5,1,9,3.0891262941115313e-09,6.9037246552797235e-09,4.062677593347885e-10,1.1402899999957299
5,98,9,1.1817949677654246e-08,2.5734406291061572e-08,3.814127775679672e-09,1.2089860000123736
5,21,9,3.7226741975324437e-09,7.392704609174801e-09,3.82248659888202e-10,1.1851989999995567
5,90,9,4.45928548026184e-09,8.237384965725263e-09,7.387630053781862e-10,1.196390799988876
5,55,9,6.544372596315129e-09,2.1372296106210946e-08,1.2975884099967897e-09,1.2264909999939846
5,44,9,5.838836914191699e-09,1.497013890822491e-08,7.466359111820534e-10,1.1937759999855189
5,36,9,8.31076467267116e-09,1.6442724616631014e-08,3.865078097274525e-09,1.2068456999986665
5,20,9,1.606008383096733e-08,5.973739149969989e-08,2.136036811346793e-09,1.1882536000048276
5,28,9,7.026767031881774e-09,1.3452812213669942e-08,4.136067756678156e-09,1.146783799995319
5,98,9,1.1817949677654246e-08,2.5734406291061572e-08,3.814127775679672e-09,1.2405086000071606
5,44,9,5.838836914191699e-09,1.497013890822491e-08,7.466359111820534e-10,1.1801215000014054
5,14,9,5.8288346568585365e-09,1.6395828340534927e-08,1.6104841072227824e-09,1.2737450999993598
5,12,9,6.254202666982315e-08,2.0506578369611732e-07,1.0603908040316782e-09,1.2534805000032065
5,49,9,4.374350544816046e-09,8.619920689407084e-09,2.0982172381402376e-10,1.1677032000006875
5,13,9,2.9406368403376485e-08,5.167008067967684e-08,4.552065993127423e-09,1.1934102000086568
5,46,9,5.755783136017895e-09,1.258896008276974e-08,1.157869980279888e-09,1.1702593000081833
5,45,9,1.0729863010096739e-08,2.1035453647319875e-08,2.9315103162600664e-09,1.1772879000054672
5,78,9,3.6332867689044256e-09,9.073276003004366e-09,8.753340758666748e-10,1.1721457000094233
5,34,9,2.0498389719488365e-08,5.328831885218779e-08,1.0609737544039005e-09,1.230567400009022
5,6,9,4.06775231406511e-09,7.3515048096263685e-09,2.185664933299932e-09,1.155676800000947
5,94,9,3.330477922352305e-08,1.0503518711446998e-07,3.5412879288537675e-09,1.137711000003037
5,59,9,1.5560319952860835e-09,2.7643290821766304e-09,2.1415290217790599e-10,1.169647900009295
5,69,9,1.3358685138438421e-08,3.493195409433769e-08,5.700923854992591e-09,1.190759999997681
5,16,9,2.7348428638879976e-08,4.255740915557561e-08,1.8326310337497412e-09,1.2421284000010928
5,49,9,4.374350544816046e-09,8.619920689407084e-09,2.0982172381402376e-10,1.2715993000019807
5,11,9,4.734472247254812e-09,1.4724144250658726e-08,4.1116777282904567e-10,1.153077500013751
5,71,9,3.0970556980625605e-09,1.2412533728456956e-08,2.995560713971952e-10,1.2104543000023114
5,38,9,8.359520459776676e-09,1.4224930123571366e-08,3.4956786333835657e-09,1.2231651000038255
5,81,9,3.1866812562157705e-09,6.242845788469197e-09,5.357870222915875e-10,1.2385089000017615
5,80,9,9.65822964381025e-09,2.1448690904374874e-08,8.741654465070991e-10,1.2389484000013908
5,47,9,2.2181686207055767e-08,5.3985433858177346e-08,3.6457606610193513e-09,1.2602430999977514
5,74,9,9.853027134502495e-09,1.774942008034197e-08,2.0750250332907445e-09,1.2433841000020038
5,25,9,3.988463250354992e-09,7.890133608864085e-09,3.4548898756333174e-10,1.1925559999945108
5,91,9,2.537705155661193e-09,5.061129726011283e-09,1.2002022285045892e-10,1.1317755000054603
5,9,9,1.7997232574705926e-08,3.925441754789872e-08,9.245406189805709e-10,1.2071223000093596
5,6,9,4.06775231406511e-09,7.3515048096263685e-09,2.185664933299932e-09,1.1854288000031374
5,85,9,1.665381694293808e-08,5.069550485536484e-08,4.352666300583527e-09,1.142402299999958
5,30,9,7.046351338797655e-08,2.543549911371965e-07,1.3081741524222311e-08,1.1681425999995554
5,99,9,3.663487161500163e-09,1.3541662168530912e-08,7.861515955388159e-10,1.2355288000107976
5,38,9,8.359520459776676e-09,1.4224930123571366e-08,3.4956786333835657e-09,1.1638715000008233
5,11,9,4.734472247254812e-09,1.4724144250658726e-08,4.1116777282904567e-10,1.1497534999944037
5,30,9,7.046351338797655e-08,2.543549911371965e-07,1.3081741524222311e-08,1.209832099993946
5,13,9,2.9406368403376485e-08,5.167008067967684e-08,4.552065993127423e-09,1.1452362999989418
5,49,9,4.374350544816046e-09,8.619920689407084e-09,2.0982172381402376e-10,1.252992699999595
5,36,9,8.31076467267116e-09,1.6442724616631014e-08,3.865078097274525e-09,1.1983028999966336
5,59,9,1.5560319952860835e-09,2.7643290821766304e-09,2.1415290217790599e-10,1.1478188000037335
5,82,9,1.5957549627776002e-08,3.4236217491103776e-08,1.899401168897572e-09,1.1711820000055013
5,47,9,2.2181686207055767e-08,5.3985433858177346e-08,3.6457606610193513e-09,1.2303976000112016
5,21,9,3.7226741975324437e-09,7.392704609174801e-09,3.82248659888202e-10,1.1739931000047363
5,48,9,5.740430546193605e-09,1.474265441879357e-08,8.145505237663832e-10,1.1718436000082875
5,46,9,5.755783136017895e-09,1.258896008276974e-08,1.157869980279888e-09,1.2439077999879373
5,27,9,3.736842503619224e-09,8.657679111770564e-09,8.611800056573808e-10,1.1637554000044474
5,86,9,6.7324640319701255e-09,2.508935154009151e-08,1.093411262084954e-09,1.2245639000029769
5,35,9,6.160637528105451e-09,1.7248631375800162e-08,1.5350997086873412e-09,1.2185423000046285
5,90,9,4.45928548026184e-09,8.237384965725263e-09,7.387630053781862e-10,1.2182070999988355
5,88,9,2.8923201917368084e-09,8.811515025041565e-09,2.9895925787447435e-10,1.197528599994257
5,83,9,2.2467138063218883e-08,6.798761699569854e-08,5.401819555840425e-09,1.183166299990262
5,10,9,1.0695458050475985e-08,3.565852846763421e-08,1.89871911285112e-09,1.1653851000010036
5,78,9,3.6332867689044256e-09,9.073276003004366e-09,8.753340758666748e-10,1.1381065000023227
5,82,9,1.5957549627776002e-08,3.4236217491103776e-08,1.899401168897572e-09,1.1737616999889724
5,22,9,6.163012021867817e-09,1.6167678204551e-08,3.559600012855035e-10,1.1616642000008142
5,69,9,1.3358685138438421e-08,3.493195409433769e-08,5.700923854992591e-09,1.1377535999927204
5,94,9,3.330477922352305e-08,1.0503518711446998e-07,3.5412879288537675e-09,1.1744879000034416
5,32,9,9.072334675480937e-09,1.8520043289816307e-08,1.679147384074418e-09,1.1866287000011653
5,21,9,3.7226741975324437e-09,7.392704609174801e-09,3.82248659888202e-10,1.192009299993515
6,82,11,6.469779742139178e-11,1.7446723962333145e-10,4.060123802259865e-12,7.053403099998832
6,15,11,1.22233850736162e-10,3.4897555587001235e-10,2.111443745075386e-11,6.837287599992123
6,4,11,2.7580051173071174e-11,5.3944974590395805e-11,6.786243155043296e-12,6.934286500007147
6,95,11,7.005197121605061e-11,1.6725428648849854e-10,1.5541557839856696e-11,6.931821000005584
6,36,11,7.514755547291632e-11,1.240989402740931e-10,3.438263152586935e-11,7.201192599997739
6,32,11,2.5306714225268197e-11,6.633441770626826e-11,5.015137963023391e-12,7.792904000001727
6,29,11,1.1284806011782285e-10,3.2004821692123953e-10,1.811411489396098e-11,7.1688583999930415
6,18,11,7.991474084131425e-11,3.020744583014353e-10,8.51142396731254e-12,6.855622899995069
6,95,11,7.005197121605061e-11,1.6725428648849854e-10,1.5541557839856696e-11,6.6686355999991065
6,14,11,3.747096475900011e-10,7.809290889331476e-10,1.2319019188272897e-10,6.7440230999927735
6,87,11,4.906194757916565e-11,1.739042181595243e-10,7.386669624646339e-12,6.751376700005494
6,95,11,7.005197121605061e-11,1.6725428648849854e-10,1.5541557839856696e-11,6.768712300006882
6,70,11,4.3608268020379084e-10,1.1729945564032735e-09,5.7258464913225326e-11,6.772710000004736
6,12,11,6.17502748098029e-11,1.9310951638193209e-10,2.9483160981416486e-12,6.736337900001672
6,76,11,2.881174059645701e-10,7.478018567481474e-10,3.083972536073606e-11,6.873481700007687
6,55,11,5.799833695751071e-11,1.2839522183372218e-10,6.87782831729609e-12,6.75587260001339
6,5,11,1.1370166006251604e-10,3.4202223529189007e-10,7.546549222473131e-12,6.777020399997127
6,4,11,2.7580051173071174e-11,5.3944974590395805e-11,6.786243155043296e-12,6.759826099994825
6,12,11,6.17502748098029e-11,1.9310951638193209e-10,2.9483160981416486e-12,6.741241199997603
6,28,11,1.724340458774717e-10,3.9207628068104207e-10,3.811431993192995e-11,6.753884200006723
6,30,11,3.2114087556205797e-10,8.490311194467645e-10,2.9697749292062906e-11,6.752082899998641
6,65,11,4.3890742435444946e-11,9.271137560137741e-11,7.91052736813587e-12,6.7477307000081055
6,78,11,3.612118590998747e-10,1.0403096744252933e-09,1.1489998988834333e-10,6.998645300001954
6,4,11,2.7580051173071174e-11,5.3944974590395805e-11,6.786243155043296e-12,6.931632899999386
6,72,11,1.6723290123142263e-10,3.396926791719425e-10,7.260891944966021e-11,6.811749500004225
6,26,11,9.60877470414026e-11,3.779907844399813e-10,5.293125937668517e-12,6.885137700010091
6,92,11,1.8280689585573857e-10,6.907431662304269e-10,3.4499642583748975e-11,6.837197000000742
6,84,11,8.316553196927763e-11,2.311681768493865e-10,1.7189844391286484e-11,6.793122200004291
6,90,11,3.2635555442998783e-11,7.78395903272017e-11,5.847072321004888e-12,6.787688199998229
6,70,11,4.3608268020379084e-10,1.1729945564032735e-09,5.7258464913225326e-11,6.8190999000071315
6,54,11,7.60726390235445e-11,2.201848773796047e-10,1.0709301483249321e-11,6.781943499998306
6,29,11,1.1284806011782285e-10,3.2004821692123953e-10,1.811411489396098e-11,6.834334800005308
6,58,11,6.806235032655846e-10,1.955848319960374e-09,6.694891352017382e-11,6.779094700003043
6,76,11,2.881174059645701e-10,7.478018567481474e-10,3.083972536073606e-11,6.848458000007668
6,36,11,7.514755547291632e-11,1.240989402740931e-10,3.438263152586935e-11,7.432706500010681
6,1,11,3.6324514879827657e-10,8.189467620151947e-10,2.7716520616617193e-11,6.937873599992599
6,98,11,6.17766942882048e-11,1.4772762711744915e-10,2.6242522324690695e-11,6.846804000000702
6,21,11,1.5293741505096738e-10,3.4565300329297605e-10,1.9094600259945173e-11,6.831865499989362
6,90,11,3.2635555442998783e-11,7.78395903272017e-11,5.847072321004888e-12,6.807600100000855
6,55,11,5.799833695751071e-11,1.2839522183372218e-10,6.87782831729609e-12,6.865584899991518
6,44,11,1.5223409647120177e-10,5.810943850251815e-10,1.2646763800795085e-12,6.822142200006056
6,36,11,7.514755547291632e-11,1.240989402740931e-10,3.438263152586935e-11,6.87174380000215
6,20,11,4.847767737733302e-10,1.2555033385358517e-09,2.1429943353560782e-11,6.825925500001176
6,28,11,1.724340458774717e-10,3.9207628068104207e-10,3.811431993192995e-11,6.874021499999799
6,98,11,6.17766942882048e-11,1.4772762711744915e-10,2.6242522324690695e-11,6.809866299998248
6,44,11,1.5223409647120177e-10,5.810943850251815e-10,1.2646763800795085e-12,6.851494599992293
6,14,11,3.747096475900011e-10,7.809290889331476e-10,1.2319019188272897e-10,6.830641699998523
6,12,11,6.17502748098029e-11,1.9310951638193209e-10,2.9483160981416486e-12,6.8842748000024585
6,49,11,6.277845744528308e-11,1.5175120571347658e-10,4.494109664325866e-12,6.824497900001006
6,13,11,1.8164280738550675e-10,7.306723298240261e-10,2.371329900780996e-11,6.790294299993548
6,46,11,4.6474750320379864e-11,1.492142552415682e-10,4.5565744256947905e-12,6.836210499997833
6,45,11,1.2361489845763167e-10,2.84314156828126e-10,2.1051094574417497e-11,6.782502200003364
6,78,11,3.612118590998747e-10,1.0403096744252933e-09,1.1489998988834333e-10,6.857962200010661
6,34,11,1.471304769865759e-10,3.4655887223438676e-10,3.899025637898845e-11,6.803512900005444
6,6,11,2.6007963741756125e-10,7.65318551175081e-10,8.978008701869944e-12,6.830610799996066
6,94,11,6.234387577763378e-11,1.6933501044419277e-10,1.1896468476706283e-11,7.036512200007564
6,59,11,7.893693292824274e-11,1.9596722127978869e-10,8.491539033041517e-12,6.849266399993212
6,69,11,1.246778905421904e-10,2.1744127812589958e-10,1.6363700764373873e-11,6.782230199998594
6,16,11,6.783023282852972e-10,2.2432604390333764e-09,4.878297159005408e-11,6.79465659998823
6,49,11,6.277845744528308e-11,1.5175120571347658e-10,4.494109664325866e-12,6.738462400011485
6,11,11,1.4517733777730244e-10,3.0224945170139373e-10,5.663067262481054e-11,6.774636100002681
6,71,11,4.499518660501915e-10,1.136804468779204e-09,1.4766023397733422e-10,7.232737799989991
6,38,11,9.00645700554382e-11,2.55746426317884e-10,1.049293589492641e-11,6.7808553999930155
6,81,11,2.068083976552488e-10,7.061420300689471e-10,3.4122359812082995e-11,6.8516942000132985
6,80,11,8.95098696909884e-11,1.998272525453956e-10,9.113511663393583e-12,6.79890009999508
6,47,11,1.9865466512105075e-10,4.542181174966973e-10,6.309830316200521e-11,6.849213800000143
6,74,11,9.499497447557067e-11,2.136580801748806e-10,4.287174434617837e-11,6.755231099989032
6,25,11,2.2195896544499292e-10,6.514944882511248e-10,4.8550252518427746e-11,6.791379300004337
6,91,11,5.52906534065012e-10,1.0052797302514336e-09,2.707831811765036e-10,6.760958999991999
6,9,11,1.4258774043424124e-10,2.7681933040993695e-10,2.4919011041621454e-11,6.819336000000476
6,6,11,2.6007963741756125e-10,7.65318551175081e-10,8.978008701869944e-12,6.924882600011188
6,85,11,1.4067502486642213e-10,3.0663984780905125e-10,2.8870533630357238e-11,6.802474699987215
6,30,11,3.2114087556205797e-10,8.490311194467645e-10,2.9697749292062906e-11,6.814225699999952
6,99,11,1.1205879370060045e-10,2.912999016803313e-10,1.2407319561454971e-11,6.7697566999995615
6,38,11,9.00645700554382e-11,2.55746426317884e-10,1.049293589492641e-11,6.817662000001292
6,11,11,1.4517733777730244e-10,3.0224945170139373e-10,5.663067262481054e-11,6.786205799988238
6,30,11,3.2114087556205797e-10,8.490311194467645e-10,2.9697749292062906e-11,6.824337000012747
6,13,11,1.8164280738550675e-10,7.306723298240261e-10,2.371329900780996e-11,6.779789599997457
6,49,11,6.277845744528308e-11,1.5175120571347658e-10,4.494109664325866e-12,6.807344200002262
6,36,11,7.514755547291632e-11,1.240989402740931e-10,3.438263152586935e-11,6.780961900003604
6,59,11,7.893693292824274e-11,1.9596722127978869e-10,8.491539033041517e-12,6.818221000008634
6,82,11,6.469779742139178e-11,1.7446723962333145e-10,4.060123802259865e-12,6.776781299995491
6,47,11,1.9865466512105075e-10,4.542181174966973e-10,6.309830316200521e-11,6.779163100000005
6,21,11,1.5293741505096738e-10,3.4565300329297605e-10,1.9094600259945173e-11,6.845098299992969
6,48,11,5.8115777523194097e-11,1.0247580830914226e-10,2.5887990214282246e-11,6.786863899993477
6,46,11,4.6474750320379864e-11,1.492142552415682e-10,4.5565744256947905e-12,7.193471300008241
6,27,11,2.1616146987098184e-10,4.1274254535299253e-10,9.997043586063095e-11,6.7746305000036955
6,86,11,1.8453997316029723e-10,5.40835432721185e-10,4.319049905338213e-11,6.859624200005783
6,35,11,2.080288304388973e-10,4.4095693850836946e-10,2.3882380793120924e-11,6.786056500000996
6,90,11,3.2635555442998783e-11,7.78395903272017e-11,5.847072321004888e-12,6.839200400005211
6,88,11,5.5726918413450567e-11,1.2190890096935828e-10,3.837437246636438e-12,6.762442799998098
6,83,11,1.8338947421493946e-10,6.50595349350403e-10,1.2808415709968113e-11,6.793072600004962
6,10,11,5.091821301364655e-11,1.1590226645916465e-10,7.55033314225368e-12,6.7729085000028135
6,78,11,3.612118590998747e-10,1.0403096744252933e-09,1.1489998988834333e-10,6.750457600006484
6,82,11,6.469779742139178e-11,1.7446723962333145e-10,4.060123802259865e-12,6.81468809999933
6,22,11,1.9775240530789526e-10,6.209456881497958e-10,1.8470382972115105e-11,6.788301699998556
6,69,11,1.246778905421904e-10,2.1744127812589958e-10,1.6363700764373873e-11,6.812781500004348
6,94,11,6.234387577763378e-11,1.6933501044419277e-10,1.1896468476706283e-11,6.759878500000923
6,32,11,2.5306714225268197e-11,6.633441770626826e-11,5.015137963023391e-12,6.81681469999603
6,21,11,1.5293741505096738e-10,3.4565300329297605e-10,1.9094600259945173e-11,6.788399700002628
